name_code,kingdom,kingdom_c,phylum,phylum_c,class,class_c,order,order_c,family,family_c,genus,genus_c,name,species,infraspecies_marker,infraspecies,infraspecies2_marker,infraspecies2,author,author2,common_name_c,is_alien,is_invasive,is_cultivated,is_endemic,cites_code,iucn_code,coa_code,時間戳記,電子郵件地址,life_type,life_type_animal,life_type_plant,habitat_types,棲地類型-中文其他,棲地類型-英文其他,reference,description,suggestion,note,introduction_type,introduction_cause,introduction_vector,introduction_date,introduction_people,found_date,introduction_desc,invasiveness,mechanism,outcome,dispersal_mechanisms,eradication_methods,tbd1,tbd2,description.1,summary,tbd3,tbd4,habitat_description,nutrition,reproduction,life_cycle,species_status
417618,Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Hymenoptera,膜翅目,Braconidae,小繭蜂科,Dacnusa,,Dacnusa sibirica,sibirica,,,,,"Telenga, 1935",,反顎繭蜂,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438447,Animalia,動物界,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Beloniformes,鶴鱵目,Hemiramphidae,鱵科,Dermogenys,,Dermogenys siamensis,siamensis,,,,,"Fowler, 1934",,暹羅皮頦鱵,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405139,Animalia,動物界,Mollusca,軟體動物門,Gastropoda,腹足綱,Stylommatophora,柄眼目,Agriolimacidae,野蛞蝓科,Deroceras,,Deroceras laeve,laeve,,,,,"(Müller, 1774)",,光滑野蛞蝓,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405132,Animalia,動物界,Mollusca,軟體動物門,Gastropoda,腹足綱,Stylommatophora,柄眼目,Agriolimacidae,野蛞蝓科,Deroceras,,Deroceras reticulatum,reticulatum,,,,,"(Müller, 1774)",,網紋野蛞蝓,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342196,Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Hymenoptera,膜翅目,Ichneumonidae,姬蜂科,Diadegma,,Diadegma semiclausum,semiclausum,,,,,"(Hellen, 1949)",,半閉彎尾姬蜂,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403972,Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Hemiptera,半翅目,Liviidae,扁木蝨科,Diaphorina,,Diaphorina citri,citri,,,,,"Kuwayama, 1908",,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348874,Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Thysanoptera,纓翅目,Thripidae,薊馬科,Dichromothrips,,Dichromothrips corbetti,corbetti,,,,,"(Priesner, 1936)",,蘭花薊馬,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340399,Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Hemiptera,半翅目,Pseudococcidae,粉介殼蟲科,Dysmicoccus,,Dysmicoccus brevipes,brevipes,,,,,"(Cockerell, 1893)",,鳳梨嫡粉介殼蟲;菠蘿灰粉蚧,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440718,Animalia,動物界,Chordata,脊索動物門,Amphibia,兩生綱,Anura,無尾目,Eleutherodactylidae,溫室蟾科,Eleutherodactylus,,Eleutherodactylus planirostris,planirostris,,,,,"(Cope, 1862)",,溫室蟾;溫室卵齒蟾;平吻卵齒蟾;古巴平吻蟾,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418180,Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Hymenoptera,膜翅目,Aphelinidae,蚜小蜂科,Encarsia,,Encarsia guadeloupae,guadeloupae,,,,,"Viggiani, 1987",,歌德恩蚜小蜂;哥德恩蚜小蜂,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419432,Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Psittaciformes,鸚形目,Psittacidae,鸚鵡科,Eos,,Eos bornea,bornea,,,,,"(Linnaeus, 1758)",,紅色吸蜜鸚鵡;紅伶,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401546,Animalia,動物界,Arthropoda,節肢動物門,Arachnida,蛛形綱,Trombidiformes,絨蟎目,Tetranychidae,葉蟎科,Eotetranychus,,Eotetranychus lewisi,lewisi,,,,,"(McGregor, 1943)",,路易氏始葉蟎,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433046,Animalia,動物界,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Varunidae,弓蟹科,Eriocheir,,Eriocheir sinensis,sinensis,,,,,"H. Milne Edwards, 1853",,中華絨螯蟹,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345470,Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Hesperiidae,弄蝶科,Erionota,,Erionota torus,torus,,,,,"Evans, 1941",,蕉弄蝶;巨弄蝶;黃斑蕉弄蝶;香蕉弄蝶;蕉挵蝶,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419420,Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Passeriformes,雀形目,Estrildidae,梅花雀科,Estrilda,,Estrilda astrild,astrild,,,,,"(Linnaeus, 1758)",,橫斑梅花雀,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404584,Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Passeriformes,雀形目,Estrildidae,梅花雀科,Estrilda,,Estrilda melpoda melpoda,melpoda,,melpoda,,,"(Vieillot, 1817)",,橙頰梅花雀,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419848,Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Passeriformes,雀形目,Estrildidae,梅花雀科,Euodice,,Euodice malabarica,malabarica,,,,,"(Linnaeus, 1758)",,白喉文鳥;印度銀嘴文鳥,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422619,Animalia,動物界,Chordata,脊索動物門,Reptilia,爬蟲綱,Squamata,有鱗目,Scincidae,石龍子科,Eutropis,,Eutropis multifasciata,multifasciata,,,,,"(Kunl, 1820)",,多線真稜蜥;多線南蜥;多紋南蜥,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416423,Animalia,動物界,Chordata,脊索動物門,Amphibia,兩生綱,Anura,無尾目,Dicroglossidae,叉舌蛙科,Fejervarya,,Fejervarya cancrivora,cancrivora,,,,,"(Gravenhorst, 1829)",,海蛙;海陸蛙;食蟹蛙;紅樹林蛙,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434633,Animalia,動物界,Chordata,脊索動物門,Mammalia,哺乳綱,Carnivora,食肉目,Felidae,貓科,Felis,,Felis catus,catus,,,,,"Linnaeus, 1758",,貓,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381033,Animalia,動物界,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Cyprinodontiformes,鱂形目,Poeciliidae,花鱂科,Gambusia,,Gambusia affinis,affinis,,,,,"(Baird &amp; Girard, 1853)",,食蚊魚;大肚仔;胎鱂;大肚魚,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443093,Animalia,動物界,Chordata,脊索動物門,Reptilia,爬蟲綱,Squamata,有鱗目,Gekkonidae,壁虎科,Gekko,,Gekko gecko,gecko,,,,,"Linnaeus, 1758",,大守宮;大壁虎,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rep-Syn-6954,Animalia,動物界,Chordata,脊索動物門,Reptilia,爬蟲綱,Squamata,有鱗目,Gekkonidae,壁虎科,Gekko,,Gekko monarchus,monarchus,,,,,"(Schlegel, 1836)",,脊斑壁虎,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419417,Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Columbiformes,鴿形目,Columbidae,鳩鴿科,Geopelia,,Geopelia striata,striata,,,,,"(Linnaeus, 1766)",,斑馬鳩,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395351,Animalia,動物界,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Cichlidae,麗魚科,Geophagus,,Geophagus brasiliensis,brasiliensis,,,,,"(Quoy &amp; Gaimard, 1824)",,巴西珠母麗魚,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316731,Animalia,動物界,Mollusca,軟體動物門,Gastropoda,腹足綱,Stylommatophora,柄眼目,Zonitidae,琥珀蝸牛科,Hawaiia,,Hawaiia minuscula,minuscula,,,,,"(Binney, 1840)",,小琥珀蝸牛,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395635,Animalia,動物界,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Cichlidae,麗魚科,Hemichromis,,Hemichromis bimaculatus,bimaculatus,,,,,"Gill, 1862",,雙斑伴麗魚,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381013,Animalia,動物界,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Cypriniformes,鯉形目,Cyprinidae,鯉科,Hypophthalmichthys,,Hypophthalmichthys molitrix,molitrix,,,,,"(Valenciennes, 1844)",,鰱;竹葉鰱;白鰱;白葉仔;鰱仔,1,1,0,,,NT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380999,Animalia,動物界,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Cypriniformes,鯉形目,Cyprinidae,鯉科,Hypophthalmichthys,,Hypophthalmichthys nobilis,nobilis,,,,,"(Richardson, 1845)",,鱅;黑鰱;大頭鰱;花鰱;胖頭鰱,1,1,0,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381014,Animalia,動物界,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Cypriniformes,鯉形目,Cyprinidae,鯉科,Hypsibarbus,,Hypsibarbus pierrei,pierrei,,,,,"(Sauvage, 1880)",,高體高鬚魚;高體四鬚鲃;粗鱗武昌魚;黃鰭武昌魚,1,1,0,,,VU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432370,Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Passeriformes,雀形目,Leiothrichidae,噪眉科,Ianthocincla,,Ianthocincla sannio,sannio,,,,,"Swinhoe, 1867",,白頰噪眉,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340374,Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Hemiptera,半翅目,Margarodidae,碩介殼蟲科,Icerya,,Icerya purchasi purchasi,purchasi,subsp.,purchasi,,,"Maskell, 1878",,吹綿介殼蟲,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434972,Animalia,動物界,Chordata,脊索動物門,Reptilia,爬蟲綱,Squamata,有鱗目,Iguanidae,鬣蜥科,Iguana,,Iguana iguana,iguana,,,,,"(Linnaeus, 1758)",,綠鬣蜥;美洲綠鬣蜥,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401957,Animalia,動物界,Mollusca,軟體動物門,Gastropoda,腹足綱,Stylommatophora,柄眼目,Streptaxidae,扭蝸牛科,Indoennea,,Indoennea bicolor,bicolor,,,,,"(Hutton, 1834)",,雙色草包蝸牛,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444091,Animalia,動物界,Mollusca,軟體動物門,Gastropoda,腹足綱,Gastropoda ordo incertae sedis,地位未定,Bulinidae,,Indoplanorbis,,Indoplanorbis exustus,exustus,,,,,"(Deshayes, 1833)",,印度扁蜷,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437242,Animalia,動物界,Chordata,脊索動物門,Amphibia,兩生綱,Anura,無尾目,Microhylidae,狹口蛙科,Kaloula,,Kaloula pulchra,pulchra,,,,,"Gray, 1831",,亞洲錦蛙;花狹口蛙,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340343,Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Hemiptera,半翅目,Kerriidae,膠介殼蟲科,Kerria,,Kerria lacca lacca,lacca,subsp.,lacca,,,"(Kerr, 1782)",,紫膠介殼蟲,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429190,Animalia,動物界,Mollusca,軟體動物門,Gastropoda,腹足綱,Scholifera,皺足目,Veronicelloidae,皺足蛞蝓科,Laevicaulis,,Laevicaulis alte,alte,,,,,"(Férussac, 1821)",,皺足蛞蝓;褐皺足蛞蝓;高突滑尾蛞蝓;高突覆套蛞蝓;高突足襞蛞蝓;覆套足襞蛞蝓;寬足蛞蝓,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313411,Animalia,動物界,Mollusca,軟體動物門,Bivalvia,雙殼綱,Mytiloida,貽貝目,Mytilidae,殼菜蛤科,Limnoperna,,Limnoperna fortunei,fortunei,,,,,"(Dunker, 1857)",,河殼菜蛤,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336092,Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Diptera,雙翅目,Agromyzidae,潛蠅科,Liriomyza,,Liriomyza huidobrensis,huidobrensis,,,,,"(Blanchard, 1926)",,南美班潛蠅,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336096,Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Diptera,雙翅目,Agromyzidae,潛蠅科,Liriomyza,,Liriomyza sativae,sativae,,,,,"Blanchard, 1938",,蔬菜斑潛蠅,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336098,Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Diptera,雙翅目,Agromyzidae,潛蠅科,Liriomyza,,Liriomyza trifolii,trifolii,,,,,"(Burgess, 1880)",,非洲菊斑潛蠅;三葉草斑潛蠅,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349359,Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Coleoptera,鞘翅目,Curculionidae,象鼻蟲科,Lissorhoptrus,,Lissorhoptrus oryzophilus,oryzophilus,,,,,"Kuschel, 1952",,水稻水象鼻蟲,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434978,Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Diptera,雙翅目,Cecidomyiidae,癭蚋科,Litchiomyia,,Litchiomyia chinensis,chinensis,,,,,"Yang &amp; Luo, 1999",,荔枝癭蚋,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417669,Animalia,動物界,Chordata,脊索動物門,Amphibia,兩生綱,Anura,無尾目,Ranidae,赤蛙科,Lithobates,,Lithobates catesbeianus,catesbeianus,,,,,"(Shaw, 1802)",,美洲牛蛙;美國牛蛙;牛蛙,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432303,Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Passeriformes,雀形目,Estrildidae,梅花雀科,Lonchura,,Lonchura atricapilla deignani,atricapilla,,deignani,,,"Parkes, 1958",,黑頭文鳥(中南亞種);黑頭文鳥;栗腹文鳥,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432302,Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Passeriformes,雀形目,Estrildidae,梅花雀科,Lonchura,,Lonchura atricapilla jagori,atricapilla,,jagori,,,"(von Martens, CE, 1866)",,黑頭文鳥(菲律賓亞種);黑頭文鳥;栗腹文鳥,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425209,Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Passeriformes,雀形目,Estrildidae,梅花雀科,Lonchura,,Lonchura atricapilla sinensis,atricapilla,,sinensis,,,"(Blyth, 1852)",,栗腹文鳥(馬來亞種);黑頭文鳥(馬來亞種),1,1,0,,,,III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419422,Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Passeriformes,雀形目,Estrildidae,梅花雀科,Lonchura,,Lonchura maja,maja,,,,,"(Linnaeus, 1766)",,白頭文鳥,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431228,Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Passeriformes,雀形目,Estrildidae,梅花雀科,Lonchura,,Lonchura oryzivora,oryzivora,,,,,"(Linnaeus, 1758)",,爪哇雀,1,1,0,,,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419452,Animalia,動物界,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Palaemonidae,長臂蝦科,Macrobrachium,,Macrobrachium dacqueti,dacqueti,,,,,"(Sunier, 1925)",,泰國蝦;大魁氏沼蝦,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311396,Animalia,動物界,Arthropoda,節肢動物門,Malacostraca,軟甲綱,Decapoda,十足目,Palaemonidae,長臂蝦科,Macrobrachium,,Macrobrachium rosenbergii,rosenbergii,,,,,"(De Man, 1879)",,羅氏沼蝦;泰國長臂大蝦;泰國蝦,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404832,Animalia,動物界,Mollusca,軟體動物門,Gastropoda,腹足綱,Stylommatophora,柄眼目,Ariophantidae,絲鼈甲蝸牛科,Macrochlamys,,Macrochlamys hippocastaneum,hippocastaneum,,,,,"Godwin-Austen, 1918",,高音符絲鼈甲蝸牛;高音符絲鱉甲蝸牛,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438271,Animalia,動物界,Arthropoda,節肢動物門,Thecostraca,鞘甲綱,Balanomorpha,藤壺目,Balanidae,藤壺科,Megabalanus,,Megabalanus cocopoma,cocopoma,,,,,"(Darwin, 1854)",,泰坦巨藤壺,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381015,Animalia,動物界,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Cypriniformes,鯉形目,Cyprinidae,鯉科,Megalobrama,,Megalobrama amblycephala,amblycephala,,,,,"Yih, 1955",,團頭魴;武昌魚,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316703,Animalia,動物界,Mollusca,軟體動物門,Gastropoda,腹足綱,Stylommatophora,柄眼目,Philomycidae,黏液蛞蝓科,Meghimatium,,Meghimatium bilineatum,bilineatum,,,,,"(Benson, 1842)",,雙線蛞蝓;雙線嗜黏液蛞蝓,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316705,Animalia,動物界,Mollusca,軟體動物門,Gastropoda,腹足綱,Stylommatophora,柄眼目,Philomycidae,黏液蛞蝓科,Meghimatium,,Meghimatium fruhstorferi,fruhstorferi,,,,,"Collinge, 1901",,山蛞蝓,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405031,Animalia,動物界,Mollusca,軟體動物門,Gastropoda,腹足綱,Stylommatophora,柄眼目,Philomycidae,黏液蛞蝓科,Meghimatium,,Meghimatium pictum,pictum,,,,,"(Stoliczka, 1873)",,綉花蛞蝓,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405030,Animalia,動物界,Mollusca,軟體動物門,Gastropoda,腹足綱,Stylommatophora,柄眼目,Philomycidae,黏液蛞蝓科,Meghimatium,,Meghimatium rugosum,rugosum,,,,,"(Chen &amp; Gao, 1982)",,皺紋蛞蝓,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313904,Animalia,動物界,Mollusca,軟體動物門,Bivalvia,雙殼綱,Venerida,簾蛤目,Veneridae,簾蛤科,Meretrix,,Meretrix lusoria,lusoria,,,,,"(Roeding, 1798)",,文蛤,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395340,Animalia,動物界,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Centrarchidae,棘臀魚科,Micropterus,,Micropterus salmoides,salmoides,,,,,"(Lacepède, 1802)",,大口黑鱸,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381018,Animalia,動物界,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Cypriniformes,鯉形目,Cyprinidae,鯉科,Mylopharyngodon,,Mylopharyngodon piceus,piceus,,,,,"(Richardson, 1846)",,青魚;黑鰱;黑鰡;烏鰡;黑鯪,1,1,0,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313656,Animalia,動物界,Mollusca,軟體動物門,Bivalvia,雙殼綱,Venerida,簾蛤目,Dreissenidae,殼菜蛤科,Mytilopsis,,Mytilopsis sallei,sallei,,,,,"(Recluz, 1849)",,似殼菜蛤,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313435,Animalia,動物界,Mollusca,軟體動物門,Bivalvia,雙殼綱,Mytiloida,貽貝目,Mytilidae,殼菜蛤科,Mytilus,,Mytilus edulis,edulis,,,,,"Linnaeus, 1758",,紫殼菜蛤;食用殼菜蛤,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427873,Animalia,動物界,Arthropoda,節肢動物門,Arachnida,蛛形綱,Mesostigmata,中氣門蟎目,Phytoseiidae,捕植蟎科,Neoseiulus,,Neoseiulus californicus,californicus,,,,,"(McGregor, 1954)",,加州小新綏蟎,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415704,Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Coleoptera,鞘翅目,Chrysomelidae,金花蟲科,Ophraella,,Ophraella communa,communa,,,,,"LeSage, 1986",,豬草條紋螢金花蟲,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381623,Animalia,動物界,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Cichlidae,麗魚科,Oreochromis,,Oreochromis mossambicus,mossambicus,,,,,"(Peters, 1852)",,莫三比克口孵非鯽;非洲仔;南洋鯽仔;在來吳郭魚;帝士魚;帝水魚;吳郭魚;土種吳郭魚,1,1,0,,,VU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381624,Animalia,動物界,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Cichlidae,麗魚科,Oreochromis,,Oreochromis niloticus,niloticus,,,,,"(Linnaeus, 1758)",,尼羅口孵非鯽;尼羅非鯽;南洋鯽仔;尼羅吳郭魚;尼羅魚;尼羅口孵魚;吉富羅非魚;新吉富羅非魚;聖鯛,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381663,Animalia,動物界,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Eleotridae,塘鱧科,Oxyeleotris,,Oxyeleotris marmorata,marmorata,,,,,"(Bleeker, 1852)",,斑駁尖塘鱧;雲斑尖塘鱧,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427907,Animalia,動物界,Arthropoda,節肢動物門,Arachnida,蛛形綱,Trombidiformes,絨蟎目,Tetranychidae,葉蟎科,Panonychus,,Panonychus ulmi,ulmi,,,,,"(Koch, 1836)",,歐洲葉蟎,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395570,Animalia,動物界,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Cichlidae,麗魚科,Parachromis,,Parachromis managuensis,managuensis,,,,,"(Günther, 1867)",,花身副麗魚;珍珠石斑;淡水石斑;馬拉麗體魚,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428957,Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Hemiptera,半翅目,Pseudococcidae,粉介殼蟲科,Paracoccus,,Paracoccus marginatus,marginatus,,,,,"Williams &amp; Granara de Willink, 1992",,木瓜秀粉介殼蟲,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339707,Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Hemiptera,半翅目,Aleyrodidae,粉蝨科,Paraleyrodes,,Paraleyrodes bondari,bondari,,,,,"Peracchi, 1971",,龐達粉蝨,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395529,Animalia,動物界,Chordata,脊索動物門,Actinopterygii,條鰭魚綱,Perciformes,鱸形目,Ambassidae,雙邊魚科,Parambassis,,Parambassis ranga,ranga,,,,,"(Hamilton, 1822)",,蛙副雙邊魚;大面側仔;玻璃魚;蘭副雙邊魚,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316690,Animalia,動物界,Mollusca,軟體動物門,Gastropoda,腹足綱,Stylommatophora,柄眼目,Ariophantidae,絲鼈甲蝸牛科,Parmarion,,Parmarion martensi,martensi,,,,,"Simroth, 1893",,馬丁氏鼈甲蛞蝓,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419425,Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Galliformes,雞形目,Phasianidae,雉科,Pavo,,Pavo cristatus,cristatus,,,,,"Linnaeus, 1758",,藍孔雀;印度藍孔雀,1,1,0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313436,Animalia,動物界,Mollusca,軟體動物門,Bivalvia,雙殼綱,Mytiloida,貽貝目,Mytilidae,殼菜蛤科,Perna,,Perna viridis,viridis,,,,,"(Linnaeus, 1758)",,綠殼菜蛤,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419430,Animalia,動物界,Chordata,脊索動物門,Aves,鳥綱,Galliformes,雞形目,Phasianidae,雉科,Phasianus,,Phasianus colchicus karpowi,colchicus,,karpowi,,,"(Buturlin, 1904)",,環頸雉(外來引進亞種);高麗雉,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341880,Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Hymenoptera,膜翅目,Formicidae,蟻科,Pheidole,,Pheidole megacephala,megacephala,,,,,"Fabricius, 1793",,熱帶大頭家蟻,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
